jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-6340,RbAuS,RbAuS,JVASP-6340_RbAuS.cif,data/cif/JVASP-6340_RbAuS.cif,-0.49143,0.0,354.17,1.324,,,0,mp-9010-1L,0,0
JVASP-6343,KAuSe,KAuSe,JVASP-6343_KAuSe.cif,data/cif/JVASP-6343_KAuSe.cif,-0.43746,0.0,338.35,1.895,,,0,mp-9881-1L,0,0
JVASP-6346,TmAgP2Se6,TmAg(PSe3)2,JVASP-6346_TmAgP2Se6.cif,data/cif/JVASP-6346_TmAgP2Se6.cif,-0.46587,0.0,77.55,1.79,,,0,mp-13385-1L,0,0
JVASP-6349,ZrCl,ZrCl,JVASP-6349_ZrCl.cif,data/cif/JVASP-6349_ZrCl.cif,-1.30735,0.0,52.19,0.0,,,0,mp-27440-1L,0,0
JVASP-6352,ScAgP2Se6,ScAg(PSe3)2,JVASP-6352_ScAgP2Se6.cif,data/cif/JVASP-6352_ScAgP2Se6.cif,-0.4442,0.0,75.37,1.651,,,0,mp-13383-1L,0,0
JVASP-6355,ErAgP2Se6,ErAg(PSe3)2,JVASP-6355_ErAgP2Se6.cif,data/cif/JVASP-6355_ErAgP2Se6.cif,-0.46577,0.0,77.71,1.473,,,0,mp-13384-1L,0,0
JVASP-6358,TlPt2S3,TlPt2S3,JVASP-6358_TlPt2S3.cif,data/cif/JVASP-6358_TlPt2S3.cif,-0.37885,0.0,106.05,1.648,,,0,mp-9272-1L,0,0
JVASP-6361,SbSeI,SbSeI,JVASP-6361_SbSeI.cif,data/cif/JVASP-6361_SbSeI.cif,-0.10058,0.0,236.63,1.189,1.88,,0,mp-22996-1L,0,0
JVASP-6364,AsCl3,AsCl3,JVASP-6364_AsCl3.cif,data/cif/JVASP-6364_AsCl3.cif,-0.61899,0.0,77.78,2.482,4.66,,0,mp-23280-1L,0,0
JVASP-6367,RbAuSe,RbAuSe,JVASP-6367_RbAuSe.cif,data/cif/JVASP-6367_RbAuSe.cif,-0.43878,0.0,345.21,1.823,,,0,mp-9731-1L,0,0
JVASP-6370,ScAgP2S6,ScAg(PS3)2,JVASP-6370_ScAgP2S6.cif,data/cif/JVASP-6370_ScAgP2S6.cif,-0.64849,0.0,69.56,2.012,,,0,mp-8616-1L,0,0
JVASP-6373,Nb3Cl8,Nb3Cl8,JVASP-6373_Nb3Cl8.cif,data/cif/JVASP-6373_Nb3Cl8.cif,-1.26948,0.0,72.97,0.0,,,0,mp-29950-1L,0,0
JVASP-6376,TlTe3Pt2,TlTe3Pt2,JVASP-6376_TlTe3Pt2.cif,data/cif/JVASP-6376_TlTe3Pt2.cif,-0.26592,0.0,138.24,1.118,,,0,mp-9251-1L,0,0
JVASP-6379,Nb3TeI7,Nb3TeI7,JVASP-6379_Nb3TeI7.cif,data/cif/JVASP-6379_Nb3TeI7.cif,-0.46694,0.0,97.53,0.606,,,0,mp-29689-1L,0,0
JVASP-6382,Nb3TeCl7,Nb3TeCl7,JVASP-6382_Nb3TeCl7.cif,data/cif/JVASP-6382_Nb3TeCl7.cif,-1.1871,0.0,72.98,0.754,,,0,mp-28938-1L,0,0
JVASP-6385,InAgP2S6,InAg(PS3)2,JVASP-6385_InAgP2S6.cif,data/cif/JVASP-6385_InAgP2S6.cif,-0.2863,0.0,70.53,1.029,,,0,mp-22661-1L,0,0
JVASP-6391,Al3Te3I,Al3Te3I,JVASP-6391_Al3Te3I.cif,data/cif/JVASP-6391_Al3Te3I.cif,-0.47107,0.0,61.0,1.998,,,0,mp-28693-1L,0,0
JVASP-6394,TaI2Cl2,Ta(ICl)2,JVASP-6394_TaI2Cl2.cif,data/cif/JVASP-6394_TaI2Cl2.cif,-0.79223,0.0,142.13,1.302,,,0,mp-28683-1L,0,0
JVASP-6397,CrI2,CrI2,JVASP-6397_CrI2.cif,data/cif/JVASP-6397_CrI2.cif,-0.1751,0.0,82.83,0.144,,,0,mp-27215-1L,0,0
JVASP-6403,AsBr3,AsBr3,JVASP-6403_AsBr3.cif,data/cif/JVASP-6403_AsBr3.cif,-0.34244,0.0,89.15,3.085,,,0,mp-23317-1L,0,0
JVASP-6409,SbSBr,SbSBr,JVASP-6409_SbSBr.cif,data/cif/JVASP-6409_SbSBr.cif,-0.3824,0.0,124.35,1.589,2.1,,0,mp-22971-1L,0,0
JVASP-6412,Ge2S3I2,Ge2S3I2,JVASP-6412_Ge2S3I2.cif,data/cif/JVASP-6412_Ge2S3I2.cif,0.08551,0.0,388.01,0.231,,,0,mp-27928-1L,0,0
JVASP-6415,SmTe3,SmTe3,JVASP-6415_SmTe3.cif,data/cif/JVASP-6415_SmTe3.cif,-0.93917,0.0,57.24,0.0,,,0,mp-9399-1L,0,0
JVASP-6418,AlBr3,AlBr3,JVASP-6418_AlBr3.cif,data/cif/JVASP-6418_AlBr3.cif,-1.0352,0.0,100.05,1.217,,,0,mp-23288-1L,0,0
JVASP-6421,PrTe3,PrTe3,JVASP-6421_PrTe3.cif,data/cif/JVASP-6421_PrTe3.cif,-0.97359,0.0,57.25,0.0,,,0,mp-12351-1L,0,0
JVASP-6424,NdI2,NdI2,JVASP-6424_NdI2.cif,data/cif/JVASP-6424_NdI2.cif,-1.25591,0.0,98.6,0.0,,,0,mp-28753-1L,0,0
JVASP-6427,TlPd2Se3,TlPd2Se3,JVASP-6427_TlPd2Se3.cif,data/cif/JVASP-6427_TlPd2Se3.cif,-0.25783,0.0,124.92,1.135,,,0,mp-7038-1L,0,0
JVASP-6430,HgCl2,HgCl2,JVASP-6430_HgCl2.cif,data/cif/JVASP-6430_HgCl2.cif,-0.29314,0.0,196.31,3.29,,,0,mp-22855-1L,0,0
JVASP-6436,Al2Te3,Al2Te3,JVASP-6436_Al2Te3.cif,data/cif/JVASP-6436_Al2Te3.cif,-0.40514,0.0,81.67,1.874,,,0,mp-29502-1L,0,0
JVASP-6442,Hf3Te2,Hf3Te2,JVASP-6442_Hf3Te2.cif,data/cif/JVASP-6442_Hf3Te2.cif,-0.51131,0.0,78.34,0.0,,,0,mp-28919-1L,0,0
JVASP-6445,SN,SN,JVASP-6445_SN.cif,data/cif/JVASP-6445_SN.cif,0.61012,0.0,96.4,0.0,,,0,PSOCAR-mp-235-1L,0,0
JVASP-6448,S5N6,S5N6,JVASP-6448_S5N6.cif,data/cif/JVASP-6448_S5N6.cif,0.73143,0.0,82.79,2.067,,,0,PSOCAR-mp-1419-1L,0,0
JVASP-6451,As2O3,As2O3,JVASP-6451_As2O3.cif,data/cif/JVASP-6451_As2O3.cif,-1.18037,0.0,81.41,3.963,,,0,PSOCAR-mp-1581-1L,0,0
JVASP-6454,As2O3,As2O3,JVASP-6454_As2O3.cif,data/cif/JVASP-6454_As2O3.cif,-1.21346,0.0,54.29,3.015,,,0,PSOCAR-mp-1582-1L,0,0
JVASP-646,NbS2,NbS2,JVASP-646_NbS2.cif,data/cif/JVASP-646_NbS2.cif,-1.0299,0.0,92.93,0.0,,,0,mp-10033-1L,1,1
JVASP-6463,Tl4SnS3,Tl4SnS3,JVASP-6463_Tl4SnS3.cif,data/cif/JVASP-6463_Tl4SnS3.cif,-0.31042,0.0,100.85,1.058,,,0,PSOCAR-mp-9622-1L,0,0
JVASP-6466,DyBC,DyBC,JVASP-6466_DyBC.cif,data/cif/JVASP-6466_DyBC.cif,-0.08586,0.0,8.22,0.0,,,0,PSOCAR-mp-9936-1L,0,0
JVASP-6472,HS7N,HS7N,JVASP-6472_HS7N.cif,data/cif/JVASP-6472_HS7N.cif,0.09308,0.0,61.32,2.972,,,0,PSOCAR-mp-24290-1L,0,0
JVASP-6478,S3N2Cl2,S3(NCl)2,JVASP-6478_S3N2Cl2.cif,data/cif/JVASP-6478_S3N2Cl2.cif,0.28057,0.0,101.22,1.407,,,0,PSOCAR-mp-27699-1L,0,0
JVASP-6481,GeBi2Te4,Ge(BiTe2)2,JVASP-6481_GeBi2Te4.cif,data/cif/JVASP-6481_GeBi2Te4.cif,-0.14094,0.0,,1.047,,,0,PSOCAR-mp-27780-1L,0,0
JVASP-6484,SNCl,SNCl,JVASP-6484_SNCl.cif,data/cif/JVASP-6484_SNCl.cif,0.35946,0.0,77.95,2.759,,,0,PSOCAR-mp-27952-1L,0,0
JVASP-649,MoSe2,MoSe2,JVASP-649_MoSe2.cif,data/cif/JVASP-649_MoSe2.cif,-0.59126,0.0,80.24,1.446,2.24,,0,mp-1634-1L,1,1
JVASP-6499,Nb2Te6I,Nb2Te6I,JVASP-6499_Nb2Te6I.cif,data/cif/JVASP-6499_Nb2Te6I.cif,-0.25545,0.0,107.82,0.736,,,0,PSOCAR-mp-28745-1L,0,0
JVASP-6502,SiI3,SiI3,JVASP-6502_SiI3.cif,data/cif/JVASP-6502_SiI3.cif,-0.20324,0.0,,2.729,,,0,PSOCAR-mp-29109-1L,0,0
JVASP-6508,PdSCl,PdSCl,JVASP-6508_PdSCl.cif,data/cif/JVASP-6508_PdSCl.cif,-0.3036,0.0,88.21,1.254,,,0,PSOCAR-mp-30099-1L,0,0
JVASP-6514,NbI5,NbI5,JVASP-6514_NbI5.cif,data/cif/JVASP-6514_NbI5.cif,-0.26069,0.0,178.35,0.945,,,0,PSOCAR-mp-31487-1L,0,0
JVASP-6517,GaN,GaN,JVASP-6517_GaN.cif,data/cif/JVASP-6517_GaN.cif,-0.07123,0.0,499.83,2.259,,,0,mp-804-1L,0,0
JVASP-652,WSe2,WSe2,JVASP-652_WSe2.cif,data/cif/JVASP-652_WSe2.cif,-0.46499,0.0,79.63,1.334,2.29,,0,mp-1821-1L,1,1
JVASP-6520,P4Se5,P4Se5,JVASP-6520_P4Se5.cif,data/cif/JVASP-6520_P4Se5.cif,0.09518,0.0,114.36,1.697,,,0,mp-2447-1L,0,0
JVASP-6523,Sb2S3,Sb2S3,JVASP-6523_Sb2S3.cif,data/cif/JVASP-6523_Sb2S3.cif,-0.1996,0.0,138.27,1.321,,,0,mp-2809-1L,0,0
JVASP-6526,Nb2CS2,Nb2CS2,JVASP-6526_Nb2CS2.cif,data/cif/JVASP-6526_Nb2CS2.cif,-0.88708,0.0,51.87,0.0,,,0,mp-4384-1L,0,0
JVASP-6532,SbCl5,SbCl5,JVASP-6532_SbCl5.cif,data/cif/JVASP-6532_SbCl5.cif,-0.52984,0.0,61.94,1.847,,,0,mp-23176-1L,0,0
JVASP-6535,BiSBr,BiSBr,JVASP-6535_BiSBr.cif,data/cif/JVASP-6535_BiSBr.cif,-0.5007,0.0,110.97,1.426,,,0,mp-23324-1L,0,0
JVASP-6544,SiH4,SiH4,JVASP-6544_SiH4.cif,data/cif/JVASP-6544_SiH4.cif,0.03883,0.0,39.65,2.304,7.87,,0,mp-23739-1L,0,0
JVASP-6547,TeAuCl7,TeAuCl7,JVASP-6547_TeAuCl7.cif,data/cif/JVASP-6547_TeAuCl7.cif,-0.35797,0.0,87.01,1.73,,,0,mp-28330-1L,0,0
JVASP-655,NbSe2,NbSe2,JVASP-655_NbSe2.cif,data/cif/JVASP-655_NbSe2.cif,-0.76429,0.0,98.27,0.0,,,0,mp-2207-1L,1,1
JVASP-6556,LaBr2,LaBr2,JVASP-6556_LaBr2.cif,data/cif/JVASP-6556_LaBr2.cif,-1.77938,0.0,,0.605,,,0,mp-28572-1L,0,0
JVASP-6571,AlTeI7,AlTeI7,JVASP-6571_AlTeI7.cif,data/cif/JVASP-6571_AlTeI7.cif,-0.26117,0.0,95.51,1.579,,,0,mp-29407-1L,0,0
JVASP-6574,AlSeBr7,AlSeBr7,JVASP-6574_AlSeBr7.cif,data/cif/JVASP-6574_AlSeBr7.cif,-0.51442,0.0,89.92,1.331,,,0,mp-29408-1L,0,0
JVASP-6577,GaTeI7,GaTeI7,JVASP-6577_GaTeI7.cif,data/cif/JVASP-6577_GaTeI7.cif,-0.15834,0.0,94.04,1.609,,,0,mp-29541-1L,0,0
JVASP-658,WS2,WS2,JVASP-658_WS2.cif,data/cif/JVASP-658_WS2.cif,-0.81854,0.0,76.27,1.337,2.29,,0,mp-224-1L,1,1
JVASP-6583,Sb4S5Cl2,Sb4S5Cl2,JVASP-6583_Sb4S5Cl2.cif,data/cif/JVASP-6583_Sb4S5Cl2.cif,-0.34786,0.0,,2.052,,,0,mp-29573-1L,0,0
JVASP-6601,AuSe2,AuSe2,JVASP-6601_AuSe2.cif,data/cif/JVASP-6601_AuSe2.cif,0.28967,0.0,,0.0,,,0,mp-10678-1L,0,0
JVASP-6604,SN,SN,JVASP-6604_SN.cif,data/cif/JVASP-6604_SN.cif,0.75202,0.0,94.56,1.52,2.74,,0,mp-236-1L,0,0
JVASP-661,Te2W,Te2W,JVASP-661_Te2W.cif,data/cif/JVASP-661_Te2W.cif,0.01161,0.0,84.9,0.0,,,0,mp-22693-1L,1,1
JVASP-6613,TaP,TaP,JVASP-6613_TaP.cif,data/cif/JVASP-6613_TaP.cif,0.76472,0.0,1002.0,0.0,,,0,mp-12597-1L,0,0
JVASP-6625,Sr3Si2,Sr3Si2,JVASP-6625_Sr3Si2.cif,data/cif/JVASP-6625_Sr3Si2.cif,0.00509,0.0,,0.0,,,0,mp-13051-1L,0,0
JVASP-6631,CaN,CaN,JVASP-6631_CaN.cif,data/cif/JVASP-6631_CaN.cif,-0.09254,0.0,,0.0,,,0,mp-13146-1L,0,0
JVASP-6634,PtN2,PtN2,JVASP-6634_PtN2.cif,data/cif/JVASP-6634_PtN2.cif,1.58543,0.0,,0.0,,,0,mp-13173-1L,0,0
JVASP-6637,CoAs2,CoAs2,JVASP-6637_CoAs2.cif,data/cif/JVASP-6637_CoAs2.cif,0.2452,0.0,,0.0,,,0,mp-15679-1L,0,0
JVASP-664,MoS2,MoS2,JVASP-664_MoS2.cif,data/cif/JVASP-664_MoS2.cif,-0.88454,0.0,76.99,1.658,2.36,,0,mp-2815-1L,1,1
JVASP-6640,MgAl2S3,MgAl2S3,JVASP-6640_MgAl2S3.cif,data/cif/JVASP-6640_MgAl2S3.cif,-0.94527,0.0,,0.027,,,0,mp-16755-1L,0,0
JVASP-6643,K2Se5,K2Se5,JVASP-6643_K2Se5.cif,data/cif/JVASP-6643_K2Se5.cif,-0.52942,0.0,100.07,1.23,,,0,mp-18609-1L,0,0
JVASP-6652,RbMnAs,RbMnAs,JVASP-6652_RbMnAs.cif,data/cif/JVASP-6652_RbMnAs.cif,-0.22146,0.0,50.57,0.0,,,0,mp-20242-1L,0,0
JVASP-6661,InSe2,InSe2,JVASP-6661_InSe2.cif,data/cif/JVASP-6661_InSe2.cif,0.31493,0.0,,0.0,,,0,mp-20830-1L,0,0
JVASP-6664,CaMnSi,CaMnSi,JVASP-6664_CaMnSi.cif,data/cif/JVASP-6664_CaMnSi.cif,-0.18592,0.0,168.46,0.0,,,0,mp-21096-1L,0,0
JVASP-6667,FeTe,FeTe,JVASP-6667_FeTe.cif,data/cif/JVASP-6667_FeTe.cif,0.06375,0.0,90.24,0.0,,,0,mp-21273-1L,0,0
JVASP-667,C,C,JVASP-667_C.cif,data/cif/JVASP-667_C.cif,0.07035,0.0,70.36,0.0,0.63,,0,mp-48-1L,1,1
JVASP-6670,Pt2Pb,Pt2Pb,JVASP-6670_Pt2Pb.cif,data/cif/JVASP-6670_Pt2Pb.cif,0.77342,0.0,,0.0,,,0,mp-21380-1L,0,0
JVASP-6676,RbMnP,RbMnP,JVASP-6676_RbMnP.cif,data/cif/JVASP-6676_RbMnP.cif,-0.38381,0.0,50.65,0.0,,,0,mp-21413-1L,0,0
JVASP-6694,NiBi2,NiBi2,JVASP-6694_NiBi2.cif,data/cif/JVASP-6694_NiBi2.cif,0.21247,0.0,,0.0,,,0,mp-22861-1L,0,0
JVASP-670,Te2Mo,Te2Mo,JVASP-670_Te2Mo.cif,data/cif/JVASP-670_Te2Mo.cif,-0.1497,0.0,90.98,1.229,1.83,,0,mp-602-1L,1,1
JVASP-6700,BiRh2,BiRh2,JVASP-6700_BiRh2.cif,data/cif/JVASP-6700_BiRh2.cif,1.04462,0.0,,0.0,,,0,mp-22868-1L,0,0
JVASP-6703,Mn2Bi,Mn2Bi,JVASP-6703_Mn2Bi.cif,data/cif/JVASP-6703_Mn2Bi.cif,1.37933,0.0,,0.0,,,0,mp-22878-1L,0,0
JVASP-6706,PbI2,PbI2,JVASP-6706_PbI2.cif,data/cif/JVASP-6706_PbI2.cif,-0.5713,0.0,88.93,2.652,,,0,mp-22893-1L,0,0
JVASP-6712,BiPt2,BiPt2,JVASP-6712_BiPt2.cif,data/cif/JVASP-6712_BiPt2.cif,0.90825,0.0,,0.0,,,0,mp-22923-1L,0,0
JVASP-6715,AgClO2,AgClO2,JVASP-6715_AgClO2.cif,data/cif/JVASP-6715_AgClO2.cif,0.13743,0.0,62.29,1.425,,,0,mp-22959-1L,0,0
JVASP-6721,PbIF,PbIF,JVASP-6721_PbIF.cif,data/cif/JVASP-6721_PbIF.cif,-1.54225,0.0,55.68,2.372,,,0,mp-22969-1L,0,0
JVASP-6724,SbSI,SbSI,JVASP-6724_SbSI.cif,data/cif/JVASP-6724_SbSI.cif,-0.15079,0.0,101.7,0.891,,,0,mp-23007-1L,0,0
JVASP-6727,BiSeI,BiSeI,JVASP-6727_BiSeI.cif,data/cif/JVASP-6727_BiSeI.cif,-0.21786,0.0,217.49,1.85,,,0,mp-23020-1L,0,0
JVASP-673,Te2Mo,Te2Mo,JVASP-673_Te2Mo.cif,data/cif/JVASP-673_Te2Mo.cif,-0.14202,0.0,86.87,0.0,,,0,mp-7459-1L,1,1
JVASP-6730,SbSI,SbSI,JVASP-6730_SbSI.cif,data/cif/JVASP-6730_SbSI.cif,-0.1707,0.0,200.96,1.871,,,0,mp-23041-1L,0,0
JVASP-6736,Bi2Se3,Bi2Se3,JVASP-6736_Bi2Se3.cif,data/cif/JVASP-6736_Bi2Se3.cif,-0.25415,0.0,124.95,1.228,,,0,mp-23164-1L,1,1
JVASP-6739,HgI2,HgI2,JVASP-6739_HgI2.cif,data/cif/JVASP-6739_HgI2.cif,-0.04546,0.0,109.31,1.752,,,0,mp-23192-1L,0,0
JVASP-6742,FeCl3,FeCl3,JVASP-6742_FeCl3.cif,data/cif/JVASP-6742_FeCl3.cif,-0.61297,0.0,72.34,0.003,,,0,mp-23204-1L,0,0
JVASP-6745,CBrN,CBrN,JVASP-6745_CBrN.cif,data/cif/JVASP-6745_CBrN.cif,0.61565,0.0,108.49,5.21,7.25,,0,mp-27989-1L,0,0
JVASP-6748,BaBrCl,BaBrCl,JVASP-6748_BaBrCl.cif,data/cif/JVASP-6748_BaBrCl.cif,-2.28452,0.0,195.64,2.466,6.35,,0,mp-28049-1L,0,0
JVASP-6751,PbBr2,PbBr2,JVASP-6751_PbBr2.cif,data/cif/JVASP-6751_PbBr2.cif,-0.85327,0.0,105.43,2.913,,,0,mp-28077-1L,0,0
JVASP-6754,TiCl2,TiCl2,JVASP-6754_TiCl2.cif,data/cif/JVASP-6754_TiCl2.cif,-1.43513,0.0,66.7,0.0,,,0,mp-28116-1L,0,0
JVASP-676,Te2Mo,Te2Mo,JVASP-676_Te2Mo.cif,data/cif/JVASP-676_Te2Mo.cif,-0.14204,0.0,86.84,0.0,,,0,Td-1L,1,1
JVASP-6766,HfFeCl6,HfFeCl6,JVASP-6766_HfFeCl6.cif,data/cif/JVASP-6766_HfFeCl6.cif,-1.36943,0.0,71.85,0.0,,,0,mp-28220-1L,0,0
JVASP-6769,CdI2,CdI2,JVASP-6769_CdI2.cif,data/cif/JVASP-6769_CdI2.cif,-0.49723,0.0,84.26,1.531,,,0,mp-28248-1L,0,0
JVASP-6775,P3Se4I2,P3(Se2I)2,JVASP-6775_P3Se4I2.cif,data/cif/JVASP-6775_P3Se4I2.cif,0.105,0.0,,0.039,,,0,mp-28393-1L,0,0
JVASP-6778,B2PCl2,B2PCl2,JVASP-6778_B2PCl2.cif,data/cif/JVASP-6778_B2PCl2.cif,-0.37871,0.0,,2.199,,,0,mp-28426-1L,0,0
JVASP-6781,P2Se5,P2Se5,JVASP-6781_P2Se5.cif,data/cif/JVASP-6781_P2Se5.cif,0.13356,0.0,122.46,1.125,,,0,mp-28860-1L,0,0
JVASP-6784,PSe,PSe,JVASP-6784_PSe.cif,data/cif/JVASP-6784_PSe.cif,0.05179,0.0,96.67,1.224,,,0,mp-28885-1L,0,0
JVASP-6790,SrThBr6,SrThBr6,JVASP-6790_SrThBr6.cif,data/cif/JVASP-6790_SrThBr6.cif,-1.83381,0.0,115.68,2.026,,,0,mp-29016-1L,0,0
JVASP-6793,Nb3SBr7,Nb3SBr7,JVASP-6793_Nb3SBr7.cif,data/cif/JVASP-6793_Nb3SBr7.cif,-0.96289,0.0,87.81,0.806,,,0,mp-29057-1L,0,0
JVASP-6796,Ta3SeI7,Ta3SeI7,JVASP-6796_Ta3SeI7.cif,data/cif/JVASP-6796_Ta3SeI7.cif,-0.42998,0.0,99.89,0.689,,,0,mp-29116-1L,0,0
JVASP-6799,Ta3TeI7,Ta3TeI7,JVASP-6799_Ta3TeI7.cif,data/cif/JVASP-6799_Ta3TeI7.cif,-0.36818,0.0,94.75,0.659,1.37,,0,mp-29117-1L,0,0
JVASP-680,VSe2,VSe2,JVASP-680_VSe2.cif,data/cif/JVASP-680_VSe2.cif,-0.62648,0.0,83.78,0.0,,,0,mp-694-1L,0,0
JVASP-6802,TaCl4,TaCl4,JVASP-6802_TaCl4.cif,data/cif/JVASP-6802_TaCl4.cif,-1.27836,0.0,,1.23,,,0,mp-29465-1L,0,0
JVASP-6805,TmI2,TmI2,JVASP-6805_TmI2.cif,data/cif/JVASP-6805_TmI2.cif,-1.09275,0.0,90.77,0.0,,,0,mp-29671-1L,0,0
JVASP-6808,SiH,SiH,JVASP-6808_SiH.cif,data/cif/JVASP-6808_SiH.cif,0.09435,0.0,46.42,2.249,,,0,mp-29803-1L,0,0
JVASP-6814,HfBrN,HfBrN,JVASP-6814_HfBrN.cif,data/cif/JVASP-6814_HfBrN.cif,-1.79524,0.0,37.03,2.146,,,0,mp-30302-1L,0,0
JVASP-6823,NbCl4,NbCl4,JVASP-6823_NbCl4.cif,data/cif/JVASP-6823_NbCl4.cif,-1.23398,0.0,74.08,1.071,,,0,mp-31040-1L,0,0
JVASP-6826,Bi2TeSe2,Bi2TeSe2,JVASP-6826_Bi2TeSe2.cif,data/cif/JVASP-6826_Bi2TeSe2.cif,-0.24686,0.0,71.99,1.167,,,0,mp-31406-1L,0,0
JVASP-6829,CrBrO,CrBrO,JVASP-6829_CrBrO.cif,data/cif/JVASP-6829_CrBrO.cif,-1.44285,0.0,41.46,0.426,,,0,mp-31725-1L,0,0
JVASP-6832,VBr2O,VBr2O,JVASP-6832_VBr2O.cif,data/cif/JVASP-6832_VBr2O.cif,-1.3917,0.0,67.66,0.0,,,0,mp-32450-1L,0,0
JVASP-6835,Tl2AgTe2,Tl2AgTe2,JVASP-6835_Tl2AgTe2.cif,data/cif/JVASP-6835_Tl2AgTe2.cif,-0.01414,0.0,,0.0,,,0,mp-10006-1L,0,0
JVASP-6838,GaTe,GaTe,JVASP-6838_GaTe.cif,data/cif/JVASP-6838_GaTe.cif,-0.27752,0.0,65.97,1.483,2.21,,0,mp-10009-1L,0,0
JVASP-6841,TiSe2,TiSe2,JVASP-6841_TiSe2.cif,data/cif/JVASP-6841_TiSe2.cif,-0.95024,0.0,,0.66,,,0,mp-10027-1L,1,1
JVASP-6844,YbSe,YbSe,JVASP-6844_YbSe.cif,data/cif/JVASP-6844_YbSe.cif,-1.25377,0.0,755.66,1.907,,,0,mp-10648-1L,0,0
JVASP-6847,FeTe2,FeTe2,JVASP-6847_FeTe2.cif,data/cif/JVASP-6847_FeTe2.cif,0.05192,0.0,,0.0,,,0,mp-10761-1L,0,0
JVASP-6853,GaSe,GaSe,JVASP-6853_GaSe.cif,data/cif/JVASP-6853_GaSe.cif,-0.52314,0.0,59.1,1.872,,,0,mp-11342-1L,1,1
JVASP-6856,Na3As,Na3As,JVASP-6856_Na3As.cif,data/cif/JVASP-6856_Na3As.cif,-0.24057,0.0,250.04,0.249,,,0,mp-1136-1L,0,0
JVASP-6862,VS2,VS2,JVASP-6862_VS2.cif,data/cif/JVASP-6862_VS2.cif,-0.88941,0.0,,0.0,,,0,mp-1214-1L,0,0
JVASP-6865,ZrTe2,ZrTe2,JVASP-6865_ZrTe2.cif,data/cif/JVASP-6865_ZrTe2.cif,-0.70182,0.0,,0.539,,,0,mp-1319-1L,0,0
JVASP-687,GaSe,GaSe,JVASP-687_GaSe.cif,data/cif/JVASP-687_GaSe.cif,-0.52317,0.0,58.42,1.84,2.76,,0,mp-1943-1L,1,1
JVASP-6874,CaSi,CaSi,JVASP-6874_CaSi.cif,data/cif/JVASP-6874_CaSi.cif,-0.25898,0.0,345.59,0.0,,,0,mp-1563-1L,0,0
JVASP-6877,GaSe,GaSe,JVASP-6877_GaSe.cif,data/cif/JVASP-6877_GaSe.cif,-0.5232,0.0,,1.868,,,0,mp-1566-1L,1,1
JVASP-688,BN,BN,JVASP-688_BN.cif,data/cif/JVASP-688_BN.cif,-1.31306,0.0,71.34,4.484,5.75,,0,mp-984-1L,1,1
JVASP-6880,CrSb2,CrSb2,JVASP-6880_CrSb2.cif,data/cif/JVASP-6880_CrSb2.cif,0.44193,0.0,,0.0,,,0,mp-1641-1L,0,0
JVASP-6886,LiTi2S4,Li(TiS2)2,JVASP-6886_LiTi2S4.cif,data/cif/JVASP-6886_LiTi2S4.cif,-1.47765,0.0,,0.0,,,0,mp-19755-1L,0,0
JVASP-6889,CrSe2,CrSe2,JVASP-6889_CrSe2.cif,data/cif/JVASP-6889_CrSe2.cif,-0.35145,0.0,,0.0,,,0,mp-2189-1L,0,0
JVASP-689,ZrS2,ZrS2,JVASP-689_ZrS2.cif,data/cif/JVASP-689_ZrS2.cif,-1.59705,0.0,88.92,1.242,1.96,,0,mp-1186-1L,1,1
JVASP-6892,Co3As,Co3As,JVASP-6892_Co3As.cif,data/cif/JVASP-6892_Co3As.cif,0.9616,0.0,,0.0,,,0,mp-22210-1L,0,0
JVASP-68932,WS2,WS2,JVASP-68932_WS2.cif,data/cif/JVASP-68932_WS2.cif,-0.82718,0.0,82.26,0.04,,,0,WS21T-1L,1,1
JVASP-6895,CS2,CS2,JVASP-6895_CS2.cif,data/cif/JVASP-6895_CS2.cif,0.3239,0.0,75.88,1.691,3.9,,0,mp-2232-1L,0,0
JVASP-6898,BCl2,BCl2,JVASP-6898_BCl2.cif,data/cif/JVASP-6898_BCl2.cif,-0.70139,0.0,57.22,3.008,,,0,mp-23316-1L,0,0
JVASP-6901,Bi2TeI,Bi2TeI,JVASP-6901_Bi2TeI.cif,data/cif/JVASP-6901_Bi2TeI.cif,-0.21386,0.0,43.94,0.0,,,0,mp-23435-1L,0,0
JVASP-6904,Sr2In2I5,Sr2In2I5,JVASP-6904_Sr2In2I5.cif,data/cif/JVASP-6904_Sr2In2I5.cif,-1.01254,0.0,,0.0,,,0,mp-23504-1L,0,0
JVASP-6907,BiSI,BiSI,JVASP-6907_BiSI.cif,data/cif/JVASP-6907_BiSI.cif,-0.24368,0.0,221.48,2.064,,,0,mp-23514-1L,0,0
JVASP-6910,Sr2H3,Sr2H3,JVASP-6910_Sr2H3.cif,data/cif/JVASP-6910_Sr2H3.cif,-0.34466,0.0,,0.0,,,0,mp-23759-1L,0,0
JVASP-6913,MnH2,MnH2,JVASP-6913_MnH2.cif,data/cif/JVASP-6913_MnH2.cif,0.16858,0.0,,0.0,,,0,mp-24416-1L,0,0
